id,camera_number,original_id,latitude,longitude,utm_x,utm_y,street,intersection,neighborhood,camera_type,status,status_id,organizational_unit,installation_date,is_active,is_public,is_santos_aovivo,created_at,updated_at
1,CAM0044,537,-23.96481442,-46.34887450,362758.70,7349012.73,Praça Washington,,José Menino,Fixa Digital,Em Funcionamento,1,COORDENADORIA DO ORQUIDÁRIO MUNICIPAL,,true,true,true,2025-11-18 18:18:21.777016+00,2025-11-18 18:25:25.98603+00
2,CAM0045,529,-23.96613839,-46.34886099,362761.47,7348866.14,Praça Washington,Rua Cyra,José Menino,Fixa Digital,Em Funcionamento,1,,,true,true,true,2025-11-18 18:18:21.777016+00,2025-11-18 18:25:25.98603+00
3,CAM0376,901,-23.96828834,-46.35406397,362234.32,7348622.99,Avenida Presidente Wilson,Rua Monteiro Lobato,José Menino,OCR Auxiliar,Em Funcionamento,1,,,true,true,true,2025-11-18 18:18:21.777016+00,2025-11-18 18:25:25.98603+00
4,CAM0377,903,-23.96823186,-46.35441626,362198.41,7348628.90,Avenida Presidente Wilson,Rua Monteiro Lobato,José Menino,OCR Auxiliar,Em Funcionamento,1,,,true,true,true,2025-11-18 18:18:21.777016+00,2025-11-18 18:25:25.98603+00
5,CAM0378,2530,-23.96812387,-46.35427178,362213.00,7348641.00,Avenida Presidente Wilson,Rua Monteiro Lobato,José Menino,OCR Auxiliar,Em Funcionamento,1,,,true,true,true,2025-11-18 18:18:21.777016+00,2025-11-18 18:25:25.98603+00
6,CAM0379,907,-23.98792261,-46.29630893,368131.14,7346504.06,Avenida Rei Pelé,,Ponta Da Praia,OCR Auxiliar,Em Funcionamento,1,,2020-06-27,true,true,true,2025-11-18 18:18:21.777016+00,2025-11-18 18:25:25.98603+00
7,CAM0380,909,-23.98809537,-46.29628874,368133.37,7346484.95,Avenida Rei Pelé,,Ponta Da Praia,OCR Auxiliar,Em Funcionamento,1,,,true,true,true,2025-11-18 18:18:21.777016+00,2025-11-18 18:25:25.98603+00
8,CAM0381,911,-23.98467328,-46.29445765,368316.18,7346865.60,Avenida Governador Mário Covas Júnior,Praça Almirante Gago Coutinho,Ponta Da Praia,OCR Auxiliar,Em Funcionamento,1,,,true,true,true,2025-11-18 18:18:21.777016+00,2025-11-18 18:25:25.98603+00
9,CAM0382,915,-23.98469657,-46.29447932,368314.00,7346863.00,Rua Vereador Henrique Soler,Praça Almirante Gago Coutinho,Ponta Da Praia,OCR Auxiliar,Em Funcionamento,1,,,true,true,true,2025-11-18 18:18:21.777016+00,2025-11-18 18:25:25.98603+00
10,CAM0383,917,-23.98373153,-46.29433207,368328.00,7346970.00,Rua Vereador Henrique Soler,Praça Almirante Gago Coutinho,Ponta Da Praia,OCR Auxiliar,Em Funcionamento,1,,,true,true,true,2025-11-18 18:18:21.777016+00,2025-11-18 18:25:25.98603+00
11,CAM0391,945,-23.94387276,-46.36795125,360795.00,7351313.00,Avenida Jovino de Mello,Rua Maestro Antônio Garófalo,Bom Retiro,OCR Auxiliar,Em Funcionamento,1,,,true,true,true,2025-11-18 18:18:21.777016+00,2025-11-18 18:25:25.98603+00
12,CAM0393,953,-23.94466849,-46.36800755,360790.13,7351224.83,Avenida Nossa Senhora de Fátima,Avenida Jovino de Mello,Chico De Paula,OCR Auxiliar,Em Funcionamento,1,,,true,true,true,2025-11-18 18:18:21.777016+00,2025-11-18 18:25:25.98603+00
13,CAM0394,955,-23.94423868,-46.36742453,360849.00,7351273.00,Avenida Nossa Senhora de Fátima,Avenida Francisco Ferreira Canto,São Jorge,OCR Auxiliar,Em Funcionamento,1,,,true,true,true,2025-11-18 18:18:21.777016+00,2025-11-18 18:25:25.98603+00
14,CAM0395,935,-23.95073661,-46.37294562,360294.09,7350548.00,Avenida Nossa Senhora de Fátima,Avenida Doutor Haroldo de Camargo,Areia Branca,OCR Auxiliar,Em Funcionamento,1,,,true,true,true,2025-11-18 18:18:21.777016+00,2025-11-18 18:25:25.98603+00
15,CAM0396,937,-23.95067968,-46.37274788,360314.16,7350554.50,Avenida Nossa Senhora de Fátima,Avenida Francisco da Costa Pires,Areia Branca,OCR Auxiliar,Em Funcionamento,1,,,true,true,true,2025-11-18 18:18:21.777016+00,2025-11-18 18:25:25.98603+00
16,CAM0397,939,-23.95145757,-46.36703973,360895.91,7350474.00,Avenida Eleonor Roosevelt,Avenida Francisco da Costa Pires,São Jorge,OCR Auxiliar,Em Funcionamento,1,,,true,true,true,2025-11-18 18:18:21.777016+00,2025-11-18 18:25:25.98603+00
17,CAM0398,943,-23.95197830,-46.36687418,360913.31,7350416.50,Avenida Eleonor Roosevelt,Avenida Francisco da Costa Pires,São Jorge,OCR Auxiliar,Em Funcionamento,1,,,true,true,true,2025-11-18 18:18:21.777016+00,2025-11-18 18:25:25.98603+00
18,CAM0399,923,-23.95634257,-46.35023241,362611.54,7349949.53,Avenida Doutor Moura Ribeiro,Avenida Doutor Carvalho de Mendonça,Marapé,OCR Auxiliar,Em Funcionamento,1,,,true,true,true,2025-11-18 18:18:21.777016+00,2025-11-18 18:25:25.98603+00
19,CAM0400,921,-23.95589199,-46.35095157,362537.88,7349998.73,Avenida Doutor Nilo Peçanha,Avenida Prefeito Doutor Antônio Manoel de Carvalho,Marapé,OCR Auxiliar,Em Funcionamento,1,,,true,true,true,2025-11-18 18:18:21.777016+00,2025-11-18 18:25:25.98603+00
20,CAM0401,919,-23.95628329,-46.35107061,362526.18,7349955.28,Avenida Doutor Moura Ribeiro,Avenida Prefeito Doutor Antônio Manoel de Carvalho,Marapé,OCR Auxiliar,Em Funcionamento,1,,,true,true,true,2025-11-18 18:18:21.777016+00,2025-11-18 18:25:25.98603+00
21,CAM0402,925,-23.94159268,-46.34183072,363451.00,7351591.00,Avenida Rangel Pestana,,Jabaquara,OCR Auxiliar,Em Funcionamento,1,,,true,true,true,2025-11-18 18:18:21.777016+00,2025-11-18 18:25:25.98603+00
22,CAM0416,1293,-23.96925862,-46.33296754,364382.00,7348536.00,Faixa de Areia Divisa até Emissário,,José Menino,Fixa Digital HD,Em Funcionamento,1,,,true,true,true,2025-11-18 18:18:21.777016+00,2025-11-18 18:25:25.98603+00
23,CAM0417,1285,-23.96852758,-46.35075041,362571.75,7348599.73,Faixa de Areia Divisa até Emissário,,José Menino,Fixa Digital HD,Em Funcionamento,1,,,true,true,true,2025-11-18 18:18:21.777016+00,2025-11-18 18:25:25.98603+00
24,CAM0419,1299,-23.96803926,-46.34463093,363193.92,7348659.76,Avenida Senador Pinheiro Machado,Avenida Presidente Wilson,José Menino,Fixa Digital HD,Em Funcionamento,1,,2015-11-03,true,true,true,2025-11-18 18:18:21.777016+00,2025-11-18 18:25:25.98603+00
25,CAM0420,1311,-23.96863919,-46.33955652,363710.89,7348598.24,Avenida Presidente Wilson,Avenida Bernardino de Campos,José Menino,Fixa Digital HD,Em Funcionamento,1,,2015-10-26,true,true,true,2025-11-18 18:18:21.777016+00,2025-11-18 18:25:25.98603+00
26,CAM0421,1313,-23.96878220,-46.33893983,363773.80,7348583.00,Avenida Presidente Wilson,Avenida Bernardino de Campos,José Menino,Fixa Digital HD,Em Funcionamento,1,,2015-10-26,true,true,true,2025-11-18 18:18:21.777016+00,2025-11-18 18:25:25.98603+00
27,CAM0422,1315,-23.96869140,-46.33867607,363800.54,7348593.31,Avenida Presidente Wilson,Avenida Bernardino de Campos,José Menino,Fixa Digital HD,Em Funcionamento,1,,2015-10-26,true,true,true,2025-11-18 18:18:21.777016+00,2025-11-18 18:25:25.98603+00
28,CAM0423,1317,-23.96884108,-46.33866880,363801.44,7348576.74,Avenida Presidente Wilson,Avenida Bernardino de Campos,José Menino,Fixa Digital HD,Em Funcionamento,1,,,true,true,true,2025-11-18 18:18:21.777016+00,2025-11-18 18:25:25.98603+00
29,CAM0424,1325,-23.96920210,-46.33393268,364283.73,7348541.33,Avenida Presidente Wilson,,Gonzaga,Fixa Digital HD,Em Funcionamento,1,,,true,true,true,2025-11-18 18:18:21.777016+00,2025-11-18 18:25:25.98603+00
30,CAM0431,1365,-23.98332403,-46.30948247,366786.15,7347000.88,Avenida Bartholomeu de Gusmão,,Ponta Da Praia,Fixa Digital HD,Em Funcionamento,1,,,true,true,true,2025-11-18 18:18:21.777016+00,2025-11-18 18:25:25.98603+00
31,CAM0432,1369,-23.98602665,-46.30814934,366924.57,7346702.87,Avenida Doutor Samuel Augusto Leão de Moura,,Ponta Da Praia,Fixa Digital HD,Em Funcionamento,1,,,true,true,true,2025-11-18 18:18:21.777016+00,2025-11-18 18:25:25.98603+00
32,CAM0433,1389,-23.96939210,-46.33292283,364386.69,7348521.26,Praça das Bandeiras,Avenida Presidente Wilson,Gonzaga,Fixa Digital HD,Em Funcionamento,1,,2015-11-19,true,true,true,2025-11-18 18:18:21.777016+00,2025-11-18 18:25:25.98603+00
33,CAM0434,1375,-23.96843634,-46.35131633,362514.06,7348609.28,Faixa de Areia Divisa até Emissário,Avenida Presidente Wilson,José Menino,Fixa Digital HD,Em Funcionamento,1,,2015-11-03,true,true,true,2025-11-18 18:18:21.777016+00,2025-11-18 18:25:25.98603+00
34,CAM0435,1287,-23.96830619,-46.35076289,362570.24,7348624.23,Faixa de Areia Divisa até Emissário,,José Menino,Fixa Digital HD,Em Funcionamento,1,,,true,true,true,2025-11-18 18:18:21.777016+00,2025-11-18 18:25:25.98603+00
35,CAM0436,1373,-23.96785759,-46.34573111,363081.78,7348678.81,Avenida Senador Pinheiro Machado,Avenida Presidente Wilson,José Menino,Fixa Digital HD,Em Funcionamento,1,,,true,true,true,2025-11-18 18:18:21.777016+00,2025-11-18 18:25:25.98603+00
36,CAM0437,1301,-23.96789272,-46.34473596,363183.07,7348675.88,Avenida Senador Pinheiro Machado,Avenida Presidente Wilson,José Menino,Fixa Digital HD,Em Funcionamento,1,,2015-11-03,true,true,true,2025-11-18 18:18:21.777016+00,2025-11-18 18:25:25.98603+00
37,CAM0438,1305,-23.96830092,-46.33935774,363730.77,7348635.89,Avenida Bernardino de Campos,Avenida Presidente Wilson,Campo Grande,Fixa Digital HD,Em Funcionamento,1,,2015-10-26,true,true,true,2025-11-18 18:18:21.777016+00,2025-11-18 18:25:25.98603+00
38,CAM0439,1387,-23.96884108,-46.33866880,363801.44,7348576.74,Avenida Bernardino de Campos,Avenida Presidente Wilson,Gonzaga,Fixa Digital HD,Em Funcionamento,1,,2015-10-26,true,true,true,2025-11-18 18:18:21.777016+00,2025-11-18 18:25:25.98603+00
39,CAM0440,1385,-23.96847721,-46.33817306,363851.50,7348617.51,Avenida Bernardino de Campos,Avenida Presidente Wilson,Gonzaga,Fixa Digital HD,Em Funcionamento,1,,2015-10-26,true,true,true,2025-11-18 18:18:21.777016+00,2025-11-18 18:25:25.98603+00
40,CAM0441,1329,-23.96911320,-46.33408751,364267.89,7348551.02,Avenida Presidente Wilson,Praça das Bandeiras,Gonzaga,Fixa Digital HD,Em Funcionamento,1,,,true,true,true,2025-11-18 18:18:21.777016+00,2025-11-18 18:25:25.98603+00
41,CAM0442,1377,-23.96945793,-46.33292374,364386.67,7348513.97,Avenida Presidente Wilson,,Gonzaga,Fixa Digital HD,Em Funcionamento,1,,2015-11-03,true,true,true,2025-11-18 18:18:21.777016+00,2025-11-18 18:25:25.98603+00
42,CAM0443,1331,-23.96957178,-46.33255332,364424.48,7348501.72,Avenida Presidente Wilson,,Gonzaga,Fixa Digital HD,Em Funcionamento,1,,,true,true,true,2025-11-18 18:18:21.777016+00,2025-11-18 18:25:25.98603+00
43,CAM0446,1347,-23.97372710,-46.32140345,365563.33,7348052.26,Avenida Bartholomeu de Gusmão,Avenida Siqueira Campos,Boqueirão,Fixa Digital HD,Em Funcionamento,1,,2015-10-27,true,true,true,2025-11-18 18:18:21.777016+00,2025-11-18 18:25:25.98603+00
44,CAM0447,1349,-23.97414236,-46.32079418,365625.75,7348006.86,Avenida Bartholomeu de Gusmão,Avenida Siqueira Campos,Embaré,Fixa Digital HD,Em Funcionamento,1,,2015-10-27,true,true,true,2025-11-18 18:18:21.777016+00,2025-11-18 18:25:25.98603+00
45,CAM0450,1383,-23.98330421,-46.30934858,366799.76,7347003.21,Avenida Coronel Joaquim Montenegro,Avenida Bartholomeu de Gusmão,Ponta Da Praia,Fixa Digital HD,Em Funcionamento,1,,2015-10-23,true,true,true,2025-11-18 18:18:21.777016+00,2025-11-18 18:25:25.98603+00
46,CAM0451,1371,-23.98468210,-46.30844733,366892.87,7346851.48,Avenida Doutor Samuel Augusto Leão de Moura,,Ponta Da Praia,Fixa Digital HD,Em Funcionamento,1,,2015-11-04,true,true,true,2025-11-18 18:18:21.777016+00,2025-11-18 18:25:25.98603+00
47,CAM0769,1945,-23.98364111,-46.30924148,366811.00,7346966.00,Avenida Coronel Joaquim Montenegro,,Estuário,Fixa Digital HD,Em Funcionamento,1,,,true,true,true,2025-11-18 18:18:21.777016+00,2025-11-18 18:25:25.98603+00
48,CAM0773,1949,-23.96061641,-46.32773914,364905.00,7349498.00,Avenida Washington Luis,,Gonzaga,Fixa Digital HD,Em Funcionamento,1,,,true,true,true,2025-11-18 18:18:21.777016+00,2025-11-18 18:25:25.98603+00
49,CAM1241,2426,-23.94015783,-46.33445664,364200.00,7351757.00,Avenida Doutor Waldemar Leão,,Jabaquara,Fixa Digital HD,Em Funcionamento,1,UNIDADE MUNICIPAL DE EDUCAÇÃO PREFEITO PAULO GOMES BARBOSA,,true,true,true,2025-11-18 18:18:21.777016+00,2025-11-18 18:25:25.98603+00
50,CAM1267,2801,-23.92956641,-46.35491064,362107.00,7352910.00,Viaduto Prefeito Paulo Gomes Barbosa,,Chico De Paula,Fixa Digital HD,Em Funcionamento,1,,,true,true,true,2025-11-18 18:18:21.777016+00,2025-11-18 18:25:25.98603+00
51,CAM1268,2802,-23.92956727,-46.35481240,362117.00,7352910.00,Viaduto Prefeito Paulo Gomes Barbosa,,Chico De Paula,Fixa Digital HD,Em Funcionamento,1,,,true,true,true,2025-11-18 18:18:21.777016+00,2025-11-18 18:25:25.98603+00
52,CAM1269,2800,-23.92955773,-46.35487125,362111.00,7352911.00,Viaduto Prefeito Paulo Gomes Barbosa,,Porto Saboó,Fixa Digital HD,Em Funcionamento,1,,,true,true,true,2025-11-18 18:18:21.777016+00,2025-11-18 18:25:25.98603+00
53,CAM1270,2415,-23.92936767,-46.35491839,362106.00,7352932.00,Via Anchieta,Viaduto Prefeito Paulo Gomes Barbosa,Chico De Paula,Fixa Digital HD,Em Funcionamento,1,,,true,true,true,2025-11-18 18:18:21.777016+00,2025-11-18 18:25:25.98603+00
54,CAM1272,2417,-23.92935829,-46.35495759,362102.00,7352933.00,Via Anchieta,Viaduto Prefeito Paulo Gomes Barbosa,Chico De Paula,Fixa Digital HD,Em Funcionamento,1,,,true,true,true,2025-11-18 18:18:21.777016+00,2025-11-18 18:25:25.98603+00
55,CAM1285,2540,-23.93329810,-46.35877146,361718.00,7352493.00,Avenida Nossa Senhora de Fátima,Rua Ana Santos,Chico De Paula,Fixa Digital HD,Em Funcionamento,1,,,true,true,true,2025-11-18 18:18:21.777016+00,2025-11-18 18:25:25.98603+00
56,CAM1286,2541,-23.93326014,-46.35878142,361716.95,7352497.19,Avenida Nossa Senhora de Fátima,Rua Ana Santos,Chico De Paula,Fixa Digital HD,Em Funcionamento,1,,,true,true,true,2025-11-18 18:18:21.777016+00,2025-11-18 18:25:25.98603+00
57,CAM1290,2545,-23.93114331,-46.35782367,361812.17,7352732.54,Rua Dona Afonsina Proost de Souza,Rua Monsenhor João Martins Ladeira,Vila Haddad,Fixa Digital HD,Em Funcionamento,1,,,true,true,true,2025-11-18 18:18:21.777016+00,2025-11-18 18:25:25.98603+00
58,CAM1389,2655,-23.97129567,-46.30186373,367549.00,7348340.00,Praça Visconde de Ouro Preto,,Estuário,Fixa Digital HD,Em Funcionamento,1,UNIDADE DE PRONTO ATENDIMENTO DA ZONA LESTE,,true,true,true,2025-11-18 18:18:21.777016+00,2025-11-18 18:25:25.98603+00
59,CAM1426,2671,-23.98553586,-46.29454668,368308.00,7346770.00,Praça Almirante Gago Coutinho,,Ponta Da Praia,Fixa Digital HD,Em Funcionamento,1,,,true,true,true,2025-11-18 18:18:21.777016+00,2025-11-18 18:25:25.98603+00
60,CAM1428,2673,-23.98558267,-46.29435057,368328.00,7346765.00,Praça Almirante Gago Coutinho,,Ponta Da Praia,Fixa Digital HD,Em Funcionamento,1,,,true,true,true,2025-11-18 18:18:21.777016+00,2025-11-18 18:25:25.98603+00
61,CAM1464,2709,-23.99086505,-46.30401651,367350.00,7346171.00,Avenida Rei Pelé,,Ponta Da Praia,Fixa Digital HD,Em Funcionamento,1,,,true,true,true,2025-11-18 18:18:21.777016+00,2025-11-18 18:25:25.98603+00
62,CAM1472,2717,-23.93500895,-46.33247968,364395.83,7352329.05,Praça dos Andradas,,Centro,Fixa Digital HD,Em Funcionamento,1,POSTO DE INFORMAÇÕES TURÍSTICAS - RODOVIÁRIA,,true,true,true,2025-11-18 18:18:21.777016+00,2025-11-18 18:25:25.98603+00
63,CAM1490,2735,-23.92966487,-46.35500991,362097.00,7352899.00,Avenida Nossa Senhora de Fátima,,Bom Retiro,Fixa Digital HD,Em Funcionamento,1,,,true,true,true,2025-11-18 18:18:21.777016+00,2025-11-18 18:25:25.98603+00
64,CAM1491,2736,-23.92973624,-46.35510891,362087.00,7352891.00,Avenida Martins Fontes,,Bom Retiro,Fixa Digital HD,Em Funcionamento,1,,,true,true,true,2025-11-18 18:18:21.777016+00,2025-11-18 18:25:25.98603+00
65,CAM1492,2737,-23.92985502,-46.35495295,362103.00,7352878.00,Avenida Nossa Senhora de Fátima,,Bom Retiro,Fixa Digital HD,Em Funcionamento,1,,,true,true,true,2025-11-18 18:18:21.777016+00,2025-11-18 18:25:25.98603+00
66,CAM1514,2761,-23.93454329,-46.33208021,364436.00,7352381.00,Praça dos Andradas,,Centro,Fixa Digital HD,Em Funcionamento,1,,,true,true,true,2025-11-18 18:18:21.777016+00,2025-11-18 18:25:25.98603+00
67,CAM1515,2762,-23.93456135,-46.33208039,364436.00,7352379.00,Praça dos Andradas,,Centro,Fixa Digital HD,Em Funcionamento,1,,,true,true,true,2025-11-18 18:18:21.777016+00,2025-11-18 18:25:25.98603+00
68,CAM1517,2782,-23.97952006,-46.31276756,366448.00,7347419.00,Avenida Bartholomeu de Gusmão,,Aparecida,Fixa Digital HD,Em Funcionamento,1,,,true,true,true,2025-11-18 18:18:21.777016+00,2025-11-18 18:25:25.98603+00
69,CAM1524,2803,-23.92966078,-46.35444987,362154.00,7352900.00,Avenida Martins Fontes,,Saboó,OCR Auxiliar,Em Funcionamento,1,,2021-05-06,true,true,true,2025-11-18 18:18:21.777016+00,2025-11-18 18:25:25.98603+00
70,CAM1525,2804,-23.92982779,-46.35291898,362310.00,7352883.00,Avenida Martins Fontes,,Saboó,OCR Auxiliar,Em Funcionamento,1,,2021-05-06,true,true,true,2025-11-18 18:18:21.777016+00,2025-11-18 18:25:25.98603+00
71,CAM1526,2805,-23.92958369,-46.35499924,362098.00,7352908.00,Avenida Martins Fontes,,Saboó,OCR Auxiliar,Em Funcionamento,1,,2021-05-06,true,true,true,2025-11-18 18:18:21.777016+00,2025-11-18 18:25:25.98603+00
72,CAM1527,2806,-23.93009423,-46.35547615,362050.00,7352851.00,Avenida Nossa Senhora de Fátima,,Chico De Paula,OCR Auxiliar,Em Funcionamento,1,,,true,true,true,2025-11-18 18:18:21.777016+00,2025-11-18 18:25:25.98603+00
73,CAM1529,2784,-23.96918962,-46.33259338,364420.00,7348544.00,Praça das Bandeiras,,Gonzaga,Fixa Digital HD,Em Funcionamento,1,,2021-04-26,true,true,true,2025-11-18 18:18:21.777016+00,2025-11-18 18:25:25.98603+00
74,CAM1530,2785,-23.96918025,-46.33263259,364416.00,7348545.00,Praça das Bandeiras,,Gonzaga,Fixa Digital HD,Em Funcionamento,1,,2021-04-26,true,true,true,2025-11-18 18:18:21.777016+00,2025-11-18 18:25:25.98603+00
75,CAM1531,2786,-23.96915299,-46.33265197,364414.00,7348548.00,Praça das Bandeiras,,Gonzaga,Fixa Digital HD,Em Funcionamento,1,,2021-04-26,true,true,true,2025-11-18 18:18:21.777016+00,2025-11-18 18:25:25.98603+00
76,CAM1532,2787,-23.96917105,-46.33265216,364414.00,7348546.00,Praça das Bandeiras,,Gonzaga,Fixa Digital HD,Em Funcionamento,1,,2021-04-26,true,true,true,2025-11-18 18:18:21.777016+00,2025-11-18 18:25:25.98603+00
77,CAM1538,2798,-23.96736644,-46.33247636,364430.00,7348746.00,Praça da Independência,,Gonzaga,Fixa Digital HD,Em Funcionamento,1,,2021-04-27,true,true,true,2025-11-18 18:18:21.777016+00,2025-11-18 18:25:25.98603+00
78,CAM1541,2807,-23.96735784,-46.33242713,364435.00,7348747.00,Avenida Anna Costa,,Gonzaga,Fixa Digital,Em Funcionamento,1,,2021-05-14,true,true,true,2025-11-18 18:18:21.777016+00,2025-11-18 18:25:25.98603+00
79,CAM1542,2808,-23.96652743,-46.33237928,364439.00,7348839.00,Avenida Anna Costa,,Gonzaga,Fixa Digital HD,Em Funcionamento,1,,2021-05-14,true,true,true,2025-11-18 18:18:21.777016+00,2025-11-18 18:25:25.98603+00
80,CAM1543,2809,-23.96543947,-46.33391099,364282.00,7348958.00,Rua Euclydes da Cunha,Avenida Marechal Deodoro,Gonzaga,Fixa Digital HD,Em Funcionamento,1,,2021-05-19,true,true,true,2025-11-18 18:18:21.777016+00,2025-11-18 18:25:25.98603+00
81,CAM1544,2810,-23.96543930,-46.33393064,364280.00,7348958.00,Rua Euclydes da Cunha,Avenida Marechal Deodoro,Gonzaga,Fixa Digital HD,Em Funcionamento,1,,2021-05-19,true,true,true,2025-11-18 18:18:21.777016+00,2025-11-18 18:25:25.98603+00
82,CAM1546,2812,-23.93260117,-46.32482917,365172.00,7352603.00,Avenida Senador Feijó,Praça da República,Centro,Fixa Digital HD,Em Funcionamento,1,,2021-05-20,true,true,true,2025-11-18 18:18:21.777016+00,2025-11-18 18:25:25.98603+00
83,CAM1547,2813,-23.93260100,-46.32484882,365170.00,7352603.00,Avenida Senador Feijó,Praça da República,Centro,Fixa Digital HD,Em Funcionamento,1,,2021-05-20,true,true,true,2025-11-18 18:18:21.777016+00,2025-11-18 18:25:25.98603+00
84,CAM1548,2814,-23.93260100,-46.32484882,365170.00,7352603.00,Avenida Senador Feijó,Praça da República,Centro,Fixa Digital HD,Em Funcionamento,1,,2021-05-20,true,true,true,2025-11-18 18:18:21.777016+00,2025-11-18 18:25:25.98603+00
85,CAM1549,2815,-23.93261923,-46.32482935,365172.00,7352601.00,Avenida Senador Feijó,Praça da República,Centro,Fixa Digital HD,Em Funcionamento,1,,2021-05-20,true,true,true,2025-11-18 18:18:21.777016+00,2025-11-18 18:25:25.98603+00
